Artist,Date,Venue,City,DetailLink,Address,PostalCode,Latitude,Longitude
Ilse DeLange,2025-03-27T20:00:00+0100,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42211733-ilse-delange-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
JPattersson,2025-03-27T19:30:00+0100,Ruigoord Kerk,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42353664-jpattersson-at-ruigoord-kerk,Ruigoord 76,Unknown,52.41033,4.74907
Nagasaki Swim,2025-03-27T19:00:00+0100,Paradiso Kleine Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42187301-nagasaki-swim-at-paradiso-kleine-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
Sef (Yousef Gnaoui),2025-03-27,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42413176-sef-yousef-gnaoui-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Metrik,2025-03-28T21:00:00+0100,Melkweg OZ,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42340519-metrik-at-melkweg-oz,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
The Coronas,2025-03-28T19:30:00+0100,Tolhuistuin,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42199794-coronas-at-tolhuistuin,IJpromenade 2,1031KT,52.38515,4.90023
"VNTM, Âme, and Eli Verveine",2025-03-28T22:00:00+0100,Lofi,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42435935-vntm-at-lofi,Basisweg 63,1043 AN,52.39125,4.82422
Ryan Harris,2025-03-28T19:00:00+0100,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42268241-ryan-harris-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Black Market Karma,2025-03-28T20:30:00+0100,Poppodium Q-Factory,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42356270-black-market-karma-at-poppodium-qfactory,Atlantisplein 1,1093 NE,52.35762,4.9304
Arcando,2025-03-28T19:00:00+0100,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42369774-arcando-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Mount Turmoil,2025-03-28T20:00:00+0100,Volta,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42419741-mount-turmoil-at-volta,Houtmankade 336,1013,52.38609,4.88184
Gregory Porter,2025-03-29T20:00:00+0100,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41983875-gregory-porter-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
070 Shake,2025-03-29T19:00:00+0100,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42279346-070-shake-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Teho,2025-03-29,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42403614-teho-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Joris Delacroix,2025-03-29T23:30:00+0100,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42441255-joris-delacroix-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Grey daze,2025-03-29T20:30:00+0100,Q Factory,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42295969-grey-daze-at-q-factory,Atlantislpein 1,1093NE,52.35762,4.9304
Spartaque,2025-03-29T22:00:00+0100,Lagerwal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42319066-spartaque-at-lagerwal,Unknown,Unknown,Unknown,Unknown
Al-Qasar,2025-03-29,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42385216-alqasar-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
DJ Denden,2025-03-29T22:00:00+0100,Akhnaton,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42418024-dj-denden-at-akhnaton,Nieuwezijds Kolk 25,1012 PV,52.37614,4.89416
Ghosts of Babylon,2025-03-29T19:00:00+0100,The Cave,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42030428-ghosts-of-babylon-at-cave,Prinsengracht 472,1017 KG,52.36441,4.88487
GUIDO Musik,2025-03-29T20:00:00+0100,Het Koninklijk Concertgebouw,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42180583-guido-musik-at-het-koninklijk-concertgebouw,Concertgebouwplein 2-6,1071LN,52.35597,4.87856
Rockin'Em,2025-03-29T19:30:00+0100,Kompaszaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42242180-rockinem-at-kompaszaal,Unknown,Unknown,Unknown,Unknown
MICHELLE NYC,2025-03-29,Bitterzoet,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42274309-michelle-nyc-at-bitterzoet,Spuistraat 2,1012,52.3774,4.89422
Pervin Chakar,2025-03-29T20:00:00+0100,Vondelkerk,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42362354-pervin-chakar-at-vondelkerk,Vondelstraat 120-D,1054 GS,52.3613,4.87361
Soundrush (Journey Through Sound) 2025,2025-03-29,Hemkade 48,"Zaandam, Netherlands",https://www.songkick.com/festivals/3706915-soundrush-journey-through-sound/id/42339561-soundrush-journey-through-sound-2025,Unknown,Unknown,Unknown,Unknown
Dayglow,2025-03-30T19:00:00+0200,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42305723-dayglow-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Mackenzy Mackay,2025-03-30T19:30:00+0200,Melkweg OZ,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42322588-mackenzy-mackay-at-melkweg-oz,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Tequilajazzz,2025-03-30,Bitterzoet,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42409432-tequilajazzz-at-bitterzoet,Spuistraat 2,1012,52.3774,4.89422
Joe Puglia,2025-03-30T14:15:00+0200,Muziekgebouw aan 't IJ,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42262310-joe-puglia-at-muziekgebouw-aan-t-ij,Piet Heinkade 1,1019 BR,52.37853,4.90814
Tomode,2025-03-30T19:00:00+0200,Toekomstmuziek,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42325641-tomode-at-toekomstmuziek,Unknown,Unknown,Unknown,Unknown
The Wombats,2025-03-31,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42333370-wombats-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
BDRMM,2025-03-31T19:00:00+0200,Melkweg OZ,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42269333-bdrmm-at-melkweg-oz,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Thuy,2025-03-31T19:00:00+0200,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42353432-thuy-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
TOMORROW X TOGETHER,2025-04-01T19:30:00+0200,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42361754-tomorrow-x-together-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Ofenbach,2025-04-01T20:00:00+0200,Tolhuistuin,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42440179-ofenbach-at-tolhuistuin,IJpromenade 2,1031KT,52.38515,4.90023
Lagum,2025-04-01T19:00:00+0200,Melkweg Max & Oz,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42321244-lagum-at-melkweg-max-and-oz,Unknown,1017 PH,52.36493,4.8817
Sungazer,2025-04-02T19:30:00+0200,"Paradiso Noord, Tolhuistuin","Amsterdam, Netherlands",https://www.songkick.com/concerts/42190136-sungazer-at-paradiso-noord-tolhuistuin,IJpromenade 2,1031 KT,52.38308,4.90303
Leifur James,2025-04-02T20:00:00+0200,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42418549-leifur-james-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Mr Traumatik,2025-04-02,Club Smokey,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42463312-mr-traumatik-at-club-smokey,Rembrandtplein 18/20,1017 CV,52.36573,4.89607
Panchiko,2025-04-03T19:00:00+0200,Tolhuistuin,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42330968-panchiko-at-tolhuistuin,IJpromenade 2,1031KT,52.38515,4.90023
KLANGPHONICS,2025-04-03T19:30:00+0200,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42242153-klangphonics-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Santi & Tugce,2025-04-03,Bitterzoet,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42308597-santi-and-tugce-at-bitterzoet,Spuistraat 2,1012,52.3774,4.89422
NEEVE,2025-04-03,Melkweg Upstairs,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41964652-neeve-at-melkweg-upstairs,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
The Lasses and Kathryn Claire,2025-04-03T20:00:00+0200,Theater De Roode Bioscoop,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42362519-lasses-at-theater-de-roode-bioscoop,Haarlemmerplein 7,1013 HP,52.38411,4.88396
The Lasses and Kathryn Claire,2025-04-03T15:30:00+0200,Theater De Roode Bioscoop,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42367285-lasses-at-theater-de-roode-bioscoop,Haarlemmerplein 7,1013 HP,52.38411,4.88396
Simon Keizer,2025-04-03T20:00:00+0200,Zaantheater,"Zaandam, Netherlands",https://www.songkick.com/concerts/41867732-simon-keizer-at-zaantheater,"Nicolaasstraat, 3",1506,52.43852,4.82511
Joia,2025-04-03T20:00:00+0200,De Kleine Komedie,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42369765-joia-at-de-kleine-komedie,Amstel 56-58,1017 AC,52.36695,4.8958
Mr Traumatik,2025-04-03,Club Smokey,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42463313-mr-traumatik-at-club-smokey,Rembrandtplein 18/20,1017 CV,52.36573,4.89607
"Nils Wogram, Nils Wogram Root 70, Hayden Chisholm, Matt Penman, Jochen Rueckert, and Martin Fondse",2025-04-03T20:00:00+0200,Splendor,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42463330-nils-wogram-at-splendor,Nieuwe Uilenburgerstraat 116,1011 LX,52.3699,4.90318
Marble Waves,2025-04-03,Zonnehuis,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42465590-marble-waves-at-zonnehuis,Zonneplein 30,1033 EK,52.41341,4.89126
Ladies of Soul,2025-04-04T20:00:00+0200,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41856713-ladies-of-soul-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Ashley Henry,2025-04-04T19:30:00+0200,Club Kazoo @ Tolhuis,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42164016-ashley-henry-at-club-kazoo-tolhuis,Unknown,Unknown,Unknown,Unknown
nick barbachano,2025-04-04T19:30:00+0200,Dominicuskerk,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42340176-nick-barbachano-at-dominicuskerk,"Spuistraat 12, 1012 TS",1012 TS,52.377,4.89335
Azu Tiwaline,2025-04-04T19:00:00+0200,Radion,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42453118-azu-tiwaline-at-radion,Unknown,Unknown,52.37022,4.89517
Quentyn,2025-04-04T19:00:00+0200,Cinetol,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42368301-quentyn-at-cinetol,Tolstraat 182,1074 VM,52.35281,4.90657
Marcus Henry V,2025-04-04T20:00:00+0200,Unknown,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42452707-marcus-henry-v-at-unknown-venue,Unknown,Unknown,52.37022,4.89517
Ladies of Soul,2025-04-05T20:00:00+0200,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41865167-ladies-of-soul-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Snapped Ankles,2025-04-05T19:30:00+0200,Paradiso Tolhuistuin,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42284412-snapped-ankles-at-paradiso-tolhuistuin,Ijpromenade 2,Unknown,52.38308,4.90303
Mason,2025-04-05T19:00:00+0200,Loods 12 Amsterdam Noord,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42413217-mason-at-loods-12-amsterdam-noord,Gedempt Hamerkanaal 98,1021 KR,52.38411,4.92051
"Shkodra Elektronike, Claude, Red Sebastian, JJ, Erika Vikman, Justyna Steczkowska, and Kyle Alessandro",2025-04-05T20:15:00+0200,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42418524-shkodra-elektronike-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
"Imaani, Serhat, Luke Black, Kaleen, Krista Siegfrids, and Konstrakta",2025-04-05T13:45:00+0200,Afas Talent Stage,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42400829-imaani-at-afas-talent-stage,Unknown,1101 DS,52.31252,4.94397
"Montis, Goudsmit & Directie",2025-04-05,Jazzhuis Abcoude,"Abcoude, Netherlands",https://www.songkick.com/concerts/42049277-montis-goudsmit-and-directie-at-jazzhuis-abcoude,Hoogstraat 37,1391 BR,52.27022,4.97421
GREH,2025-04-05T19:00:00+0200,The Cave,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41931623-greh-at-cave,Prinsengracht 472,1017 KG,52.36441,4.88487
Eric Vloeimans and Jörg Brinkmann,2025-04-05T20:30:00+0200,Bon Theater,"Medemblik, Netherlands",https://www.songkick.com/concerts/42057846-eric-vloeimans-at-bon-theater,Admiraliteitsweg 6,Unknown,52.7622,5.10165
SPAWN (NL),2025-04-05T22:00:00+0200,De Nieuwe Anita,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42269489-spawn-nl-at-de-nieuwe-anita,Frederik Hendrikstraat 111,1052 HN,52.37417,4.87269
The Pekkers,2025-04-05T19:00:00+0200,Unknown,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42463033-pekkers-at-unknown-venue,Unknown,Unknown,52.37022,4.89517
Ladies of Soul,2025-04-06T15:00:00+0200,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42315216-ladies-of-soul-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Jack and Jack,2025-04-06T19:00:00+0200,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42397922-jack-and-jack-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Alison Moyet,2025-04-07T19:00:00+0200,Paradiso Grote Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42024351-alison-moyet-at-paradiso-grote-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
Die Verlierer,2025-04-07T20:00:00+0200,OCCII,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42387809-die-verlierer-at-occii,Amstelveenseweg 134,1075 XL,52.37022,4.89517
CENTRAL CEE,2025-04-08T20:00:00+0200,Ziggo Dome,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42397734-central-cee-at-ziggo-dome,De Passage 100,1101 AX,52.31345,4.93719
Gigi Perez,2025-04-08,Paradiso Grote Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42340290-gigi-perez-at-paradiso-grote-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
Σtella (GR),2025-04-08T20:30:00+0200,Bitterzoet,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42382226-stella-gr-at-bitterzoet,Spuistraat 2,1012,52.3774,4.89422
Wolfgang Valbrun,2025-04-08,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42273573-wolfgang-valbrun-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
"Kaytranada, Sango, and Lou Phelps",2025-04-09T20:00:00+0200,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42328229-kaytranada-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
David Gray,2025-04-09T20:00:00+0200,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42171359-david-gray-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Disiz,2025-04-09T20:00:00+0200,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42414072-disiz-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Fischer-Z Solo,2025-04-09T19:00:00+0200,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/41912082-fischerz-solo-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
"Kaytranada, Sango, and Lou Phelps",2025-04-10T20:00:00+0200,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42323634-kaytranada-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
David Gray,2025-04-10T20:00:00+0200,Koninklijk Theater Carré,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42184298-david-gray-at-koninklijk-theater-carre,Amstel 115-125,1018 EM,52.36238,4.90388
Hania Rani,2025-04-10T19:00:00+0200,Het Koninklijk Concertgebouw,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42020150-hania-rani-at-het-koninklijk-concertgebouw,Concertgebouwplein 2-6,1071LN,52.35597,4.87856
The Mary Wallopers,2025-04-10T19:00:00+0200,Paradiso Grote Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42157456-mary-wallopers-at-paradiso-grote-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
The Selecter,2025-04-10T19:00:00+0200,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42459786-selecter-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Allman Brown,2025-04-10T19:30:00+0200,Bitterzoet,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42209609-allman-brown-at-bitterzoet,Spuistraat 2,1012,52.3774,4.89422
Cristina Branco,2025-04-10,Theater De Meervaart,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42380509-cristina-branco-at-theater-de-meervaart,Meer En Vaart 300,1068 LE,52.35914,4.80815
Ji,2025-04-10,Melkweg + Sugarfactory,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42306368-ji-at-melkweg-sugarfactory,Unknown,1017 PH,52.36493,4.8817
J.I. Prince of NY,2025-04-10T19:00:00+0200,Melkweg Max & Oz,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42359096-ji-prince-of-ny-at-melkweg-max-and-oz,Unknown,1017 PH,52.36493,4.8817
MONTE MAI,2025-04-10T21:00:00+0200,Cinetol,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42282606-monte-mai-at-cinetol,Tolstraat 182,1074 VM,52.35281,4.90657
ANOTR,2025-04-11T18:00:00+0200,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42252119-anotr-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
okgiorgio,2025-04-11,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42364956-okgiorgio-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Anna-Rose Clayton,2025-04-11,Paradiso Tolhuistuin,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42103690-annarose-clayton-at-paradiso-tolhuistuin,Ijpromenade 2,Unknown,52.38308,4.90303
Sico Vox,2025-04-11,De Ebeling,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42391373-sico-vox-at-de-ebeling,Overtoom 52,1054 HK,52.36331,4.87657
Luka Schuurman,2025-04-11,ADM Noord,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42412993-luka-schuurman-at-adm-noord,Unknown,Unknown,Unknown,Unknown
Tess Merlot,2025-04-11T20:00:00+0200,Cultureel Centrum Bullekerk,"Zaandam, Netherlands",https://www.songkick.com/concerts/42430493-tess-merlot-at-cultureel-centrum-bullekerk,Westzijde 75,Unknown,52.44458,4.81888
Alexander Delanois,2025-04-11T22:00:00+0200,oosterbar,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42450143-alexander-delanois-at-oosterbar,Unknown,Unknown,52.37022,4.89517
Oracle Sisters,2025-04-12T19:00:00+0200,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42228920-oracle-sisters-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Oddisee and GOOD COMPNY,2025-04-12T19:00:00+0200,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42423681-oddisee-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Eric Vloeimans and Jörg Brinkmann,2025-04-12T20:00:00+0200,VU Griffioen,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42057894-eric-vloeimans-at-vu-griffioen,De Boelelaan 1111,1081 HV,52.33469,4.86333
Wakki,2025-04-12T20:30:00+0200,De Nieuwe Anita,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42420152-wakki-at-de-nieuwe-anita,Frederik Hendrikstraat 111,1052 HN,52.37417,4.87269
Fie Schouten and Katharina Gross,2025-04-13T15:00:00+0200,Plein Theater,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42231851-fie-schouten-at-plein-theater,Sajetplein 39,1091DB,52.36088,4.91395
Dirk Scheele,2025-04-13,Zaantheater,"Zaandam, Netherlands",https://www.songkick.com/concerts/42335404-dirk-scheele-at-zaantheater,"Nicolaasstraat, 3",1506,52.43852,4.82511
Catself,2025-04-13,Theatercafé de Roode Remise,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42360100-catself-at-theatercafe-de-roode-remise,Haarlemmerplein 11,1013 HP,52.38403,4.88389
Euroboy (NL),2025-04-13,Volkshotel,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42427586-euroboy-nl-at-volkshotel,Wibautstraat 150,Unknown,52.35371,4.91192
Fat Dog,2025-04-14T19:00:00+0200,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42139334-fat-dog-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Rosie Lowe,2025-04-14T19:00:00+0200,Paradiso Kleine Zaal,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42187280-rosie-lowe-at-paradiso-kleine-zaal,Weteringschans 6-8,1017 SG,52.36228,4.88395
"Raphaël Pichon, Ensemble Pygmalion, and Julien Prégardien",2025-04-14T20:15:00+0200,Het Koninklijk Concertgebouw,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42087899-raphael-pichon-at-het-koninklijk-concertgebouw,Concertgebouwplein 2-6,1071LN,52.35597,4.87856
Päter (CANADA),2025-04-14T18:30:00+0200,Toekomst Muziek,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42462571-pater-canada-at-toekomst-muziek,Echtenstein,1103AA,52.32423,4.96059
La Femme,2025-04-15T19:00:00+0200,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42239565-la-femme-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Squid,2025-04-15T19:00:00+0200,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42272008-squid-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Donell Jones,2025-04-15T20:00:00+0200,AFAS Live,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42403077-donell-jones-at-afas-live,Johan Cruijff Boulevard 590,1101DS,52.31216,4.94467
Billy Cobham,2025-04-15T20:30:00+0200,Poppodium Q-Factory,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42404411-billy-cobham-at-poppodium-qfactory,Atlantisplein 1,1093 NE,52.35762,4.9304
Vincent Lima,2025-04-15T19:00:00+0200,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42223610-vincent-lima-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
mxmtoon,2025-04-16T20:00:00+0200,Melkweg OZ,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42235358-mxmtoon-at-melkweg-oz,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Klyne,2025-04-16T20:00:00+0200,Melkweg Upstairs,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42425333-klyne-at-melkweg-upstairs,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Alessi Rose,2025-04-16T19:00:00+0200,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42246567-alessi-rose-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Echt!,2025-04-17T19:00:00+0200,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42446629-echt-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Monolink,2025-04-18,Dgtl Festival,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42380159-monolink-at-dgtl-festival,Unknown,Unknown,52.37022,4.89517
Jackson Dean,2025-04-18T19:00:00+0200,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42292432-jackson-dean-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Joe Sanders,2025-04-18,Bimhuis,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42379784-joe-sanders-at-bimhuis,Piet Heinkade 3,1019,52.37815,4.91283
Scarblade,2025-04-18T19:00:00+0200,The Cave,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42016918-scarblade-at-cave,Prinsengracht 472,1017 KG,52.36441,4.88487
DGTL Amsterdam 2025,2025-04-18,NDSM Docklands,"Amsterdam, Netherlands",https://www.songkick.com/festivals/1707864-dgtl-amsterdam/id/42249084-dgtl-amsterdam-2025,"Kinetisch Noord, tt Neveritaweg 15",1033 WB,52.40108,4.8962
DGTL Amsterdam 2025,2025-04-18,NDSM Docklands,"Amsterdam, Netherlands",https://www.songkick.com/festivals/1707864-dgtl-amsterdam/id/42359658-dgtl-amsterdam-2025,"Kinetisch Noord, tt Neveritaweg 15",1033 WB,52.40108,4.8962
KREAM,2025-04-19,Melkweg,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42299251-kream-at-melkweg,Lijnbaansgracht 234a,1017 PH,52.36484,4.88127
Jools Holland & His Rhythm & Blues Orchestra,2025-04-19,Paradiso,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42081757-jools-holland-and-his-rhythm-and-blues-orchestra-at-paradiso,Weteringschans 6-8,1017 SG,52.36228,4.88395
Fejká,2025-04-19T19:00:00+0200,Melkweg Max & Oz,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42402344-fejka-at-melkweg-max-and-oz,Unknown,1017 PH,52.36493,4.8817
Anneke van Giersbergen and orkest koninklijke luchtmacht,2025-04-19T20:00:00+0200,Veluvine Nunspeet,"Nunspeet, Netherlands",https://www.songkick.com/concerts/42207720-anneke-van-giersbergen-at-veluvine-nunspeet,F.A. Molijnlaan 186,8071 AK,52.38307,5.78971
Matt Dusk,2025-04-19T20:30:00+0200,Poppodium Q-Factory,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42269061-matt-dusk-at-poppodium-qfactory,Atlantisplein 1,1093 NE,52.35762,4.9304
DGTL 2025,2025-04-19,Ndsm Scheepsbouwloods,"Amsterdam, Netherlands",https://www.songkick.com/festivals/941594-dgtl/id/42427638-dgtl-2025,TT. Neveritaweg 15,1033 WB,52.40129,4.89642
Ora Cogan,2025-04-20,Cinetol,"Amsterdam, Netherlands",https://www.songkick.com/concerts/42406847-ora-cogan-at-cinetol,Tolstraat 182,1074 VM,52.35281,4.90657
