Id,Projectnaamafkorting,Buurtcode,Buurtnaam,Wijkcode,Wijknaam,Gebiedcode,Gebiednaam,Stadsdeelcode,Stadsdeelnaam,Zelfbouw,Socialehuurcorporatie,Plaberumpublicatie,Startbouwgepland,Startbouwgerealiseerd,Socialehuurzelfstperm,Middeldurehuur,Socialekoop,Vrijesectorhuur,Vrijesectorkoop,Vrijesectornb,Onbekend,Jongeren,Studenten,Shonzelfstenoftijdelijk,Onzelfstandig,Tijdelijk,Totaal,Totaalzelfstperm,Peildatum,Geometrie
1005,Zuidas/Ravel_ontwikkelveld_2 - Ravel ontwikkelveld 2 fase 4 kavels I J: bouw indicatief,KP05,Vivaldi,KP,Zuidas,GK12,"Buitenveldert, Zuidas",K,Zuid,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2034-03-24,,0,196,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,196,196,2023-07-01,"SRID=28992;MULTIPOLYGON (((120614.40506545035 483195.8390556007, 120648.32825669153 483203.24047914427, 120676.08359497978 483235.31331449957, 120669.91574202683 483237.78045568074, 120663.74788907389 483238.0888483284, 120613.78828015506 483239.6308115666, 120614.40506545035 483195.8390556007)))"
1006,Zuidas/Verdi - IJsbaanpad noordzone kavel 4,KH06,IJsbaanpad e.o.,KH,Stadionbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2026-06-15,,47,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,47,47,2023-07-01,"SRID=28992;MULTIPOLYGON (((118641.42970855728 483877.11610580795, 118646.90583540476 483852.6079475305, 118705.47419489357 483865.5294373203, 118721.28927733653 483866.09199577797, 118731.50715580919 483865.44949546974, 118760.16846247448 483861.3447568307, 118763.88595679094 483885.0175841626, 118745.73133078018 483899.9605768859, 118641.42970855728 483877.11610580795)))"
1009,Zuidas/Verdi - NO-kwadrant lokatie Tripolis transformatie gebouw 100 bouw woningen incl maaiveld,KH06,IJsbaanpad e.o.,KH,Stadionbuurt,GK11,Oud-Zuid,K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2024-04-02,,120,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,120,120,2023-07-01,"SRID=28992;MULTIPOLYGON (((118827.77817343088 483852.61536711355, 118879.78595152232 483843.5558932184, 118888.21137327116 483851.28305471997, 118886.57855461 483907.59662328236, 118837.17244837646 483897.7214148287, 118834.90976496157 483895.84642328986, 118827.77817343088 483852.61536711355)))"
1011,Zuidas/Verdi-PompstationAmstelveenseweg:wijzigingerfpachtwoningbouwinclmaaiveldindicatief,KQ02,Zuiderhof,KQ,Buitenveldert-West,GK12,"Buitenveldert, Zuidas",K,Zuid,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2030-01-21,,119,119,0,0,60,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,298,298,2023-07-01,"SRID=28992;MULTIPOLYGON (((118839.26198447385 483307.9857108043, 118836.4814886502 483309.89761814225, 118832.81172698211 483311.3709652632, 118828.65673922116 483311.73518825776, 118825.24412054021 483311.09256738616, 118822.31051030933 483309.7788334651, 118818.88403733275 483307.24476332346, 118815.37281178244 483303.3761009212, 118813.44247578882 483300.3860049272, 118811.08935360027 483295.5074515173, 118809.27657581533 483289.95733327355, 118808.28135892618 483285.291370069, 118807.63484091475 483279.8439769893, 118807.51430753944 483273.6249819654, 118808.08287531094 483267.5010800213, 118809.141867603 483262.263729165, 118810.67268276935 483257.2343315301, 118812.68474544535 483252.7688759218, 118815.37918158644 483248.40969131864, 118817.2038974964 483246.28223647707, 118819.4980734424 483244.0400763921, 118821.94626747313 483242.35312923085, 118826.36415979377 483240.6517610387, 118830.1792438592 483240.4012931123, 118832.84057009607 483240.8268817315, 118835.43781248356 483241.8092805257, 118839.27406928438 483244.45163079974, 118842.80105756642 483242.08919061034, 118846.13935416266 483240.9520809956, 118848.38604611135 483240.60183673823, 118851.45467593725 483240.8019191286, 118855.13721619587 483241.9989233206, 118858.35517878766 483243.9782042737, 118860.0696479602 483245.4121455807, 118863.78259852875 483249.8357035578, 118866.62040649177 483254.82200442074, 118868.97133424817 483261.26947741426, 118870.39518230833 483267.70147760183, 118871.04376698419 483274.37281024404, 118870.95983660205 483280.60442807805, 118870.57094160152 483284.2791137641, 118869.86489235071 483288.3900638328, 118868.46433522992 483293.5297582228, 118866.39578278725 483298.6632118809, 118864.56557262258 483301.90336827986, 118862.61624652598 483304.69932493666, 118859.70756964089 483307.7248360701, 118856.24277394172 483310.1980777743, 118851.82420151225 483311.7992837742, 118848.01509158459 483311.92729707144, 118845.01148480893 483311.29279638367, 118842.40665091266 483310.19918041246, 118839.26198447385 483307.9857108043)))"
1020,IJburg 2/Centrumeiland_Tranche 5_Blok 16 - Realiseren_SIHK,MK04,Centrumeiland,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2027-07-12,,0,0,0,0,110,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,110,110,2023-07-01,"SRID=28992;MULTIPOLYGON (((129779.72783251552 484806.8755434867, 129776.02365886359 484814.01550024556, 129786.8852997961 484819.5233549533, 129782.49985171862 484828.0131066706, 129761.05194977944 484817.552364479, 129769.00242337912 484801.3670084798, 129779.72783251552 484806.8755434867)))"
1025,IJburg 2/Centrumeiland_Tranche 4_Blok 2 - Realiseren_CPO (02-03),MK04,Centrumeiland,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2024-12-24,,0,0,0,0,20,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,20,20,2023-07-01,"SRID=28992;MULTIPOLYGON (((129556.68612442393 485091.19228592294, 129562.42780688184 485080.258606721, 129581.96736683769 485090.72830746765, 129568.81727266322 485117.0548640999, 129559.32263787524 485112.3193113766, 129558.09286807099 485111.6580483046, 129566.18194815516 485096.15036026586, 129556.68612442393 485091.19228592294)))"
1031,IJburg2/Centrumeiland_Tranche2_Blok4-Realiseren_IND(4-11),MK04,Centrumeiland,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2023-09-01,,0,0,0,0,1,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,1,1,2023-07-01,"SRID=28992;MULTIPOLYGON (((129439.17067647926 484934.13467568776, 129444.03405351186 484924.6518694017, 129454.47964704101 484930.04988122877, 129449.55493677095 484939.53299451247, 129439.17067647926 484934.13467568776)))"
1034,IJburg 2/Centrumeiland_Tranche 4_Blok 5 - Realiseren_MO (05-13),MK04,Centrumeiland,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2026-01-07,,0,0,0,0,23,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,23,23,2023-07-01,"SRID=28992;MULTIPOLYGON (((129532.38572490752 485013.6536246385, 129547.29304116679 484984.54738841834, 129571.6731292578 484996.8613800503, 129566.27089318293 485007.5818919557, 129554.8626463904 485001.74353895907, 129545.28266270782 485020.1518508932, 129532.38572490752 485013.6536246385)))"
1040,Overamstel/Amstelkwartier 2e fase_monument J Assistent Directeurswoning - verbouwing OA/AK_2 monument J,MQ05,Amstelkwartier-Noord,MQ,Omval/Overamstel,GM16,Watergraafsmeer,M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2026-02-26,,0,0,0,0,0,1,0,n.b.,n.b.,n.b.,n.b.,n.b.,1,1,2023-07-01,"SRID=28992;MULTIPOLYGON (((122707.51483995616 483530.0920950813, 122722.76794100167 483538.459850227, 122713.20916977369 483555.6463349714, 122698.55954605504 483547.84212636965, 122707.51483995616 483530.0920950813)))"
1041,NDSM_Kavel  B7 - Bouw woningen en voorzieningen B7_1 (bouwtijd = 30 maanden 25 jr),NB03,NDSM terrein,NB,Noordelijke IJ-oevers-West,GN19,Oud-Noord,N,Noord,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2025-06-16,,93,0,0,0,0,93,0,n.b.,n.b.,n.b.,n.b.,n.b.,186,186,2023-07-01,"SRID=28992;MULTIPOLYGON (((121172.0896215291 490728.40650366375, 121119.69407081831 490769.056741098, 121067.51230158233 490702.1979644519, 121119.77058759725 490661.3367120739, 121172.0896215291 490728.40650366375)))"
1042,NDSM_Toekomstige kavels B4-5-8-11 - Realisering programma B8 (33 mnd),NB03,NDSM terrein,NB,Noordelijke IJ-oevers-West,GN19,Oud-Noord,N,Noord,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2027-10-01,,48,38,0,0,0,105,0,n.b.,n.b.,n.b.,n.b.,n.b.,191,191,2023-07-01,"SRID=28992;MULTIPOLYGON (((121260.90290462515 490658.9336504081, 121197.46745176803 490708.5489849088, 121145.22334136121 490641.46728636965, 121161.80853533625 490628.5463873626, 121260.90290462515 490658.9336504081)))"
1048,IJburg 2/Strandeiland_Muidenbuurt_M19 - Realisatie periode,MK06,Muidenbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2032-05-31,,83,30,0,0,34,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,147,147,2023-07-01,"SRID=28992;MULTIPOLYGON (((130806.0638698355 485173.6059735929, 130856.88972439687 485201.6186208596, 130792.38382504554 485329.22323604906, 130740.6206980804 485302.9961205734, 130806.0638698355 485173.6059735929)), ((130736.55886925325 485311.0272626667, 130788.3287469609 485337.2543024029, 130764.17295176537 485384.8835854209, 130713.42283087033 485356.7602530695, 130736.55886925325 485311.0272626667)))"
1049,IJburg 2/Strandeiland_Muidenbuurt_M23 - Realisatie periode,MK06,Muidenbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2030-06-03,,78,71,0,0,54,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,203,203,2023-07-01,"SRID=28992;MULTIPOLYGON (((131022.36758869792 485203.7474873786, 131069.06913320252 485224.5499822588, 131014.20047530103 485332.9672380741, 130968.65383683462 485309.9343119534, 131022.36758869792 485203.7474873786)), ((130987.82621305659 485329.757584411, 131010.15187081485 485340.9980950556, 130963.12025517148 485434.0231042916, 130940.79485303235 485422.7716785748, 130987.82621305659 485329.757584411)), ((130913.52592011144 485419.02158396546, 130959.07181824939 485442.05400486616, 130903.01373023218 485552.8260857809, 130874.50472637221 485547.5022883805, 130878.91192311337 485487.5082203996, 130913.52592011144 485419.02158396546)))"
1051,IJburg 2/Strandeiland_Muidenbuurt_M24 - Realisatie periode,MK06,Muidenbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2030-06-03,,83,16,0,0,52,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,151,151,2023-07-01,"SRID=28992;MULTIPOLYGON (((131002.42086077489 485376.3070915422, 131047.90487774122 485399.2293650561, 130964.44377073405 485564.4095591968, 130912.20536852603 485554.55031789816, 131002.42086077489 485376.3070915422)), ((131062.9101094219 485303.1337902157, 131089.68207066593 485316.68967250624, 131051.96711970017 485391.19847206125, 131025.18183027914 485377.6428591594, 131062.9101094219 485303.1337902157)), ((131077.25544788584 485228.1820534551, 131121.9220245161 485248.1047875956, 131121.53338082094 485253.6699774453, 131093.73082450312 485308.6588813171, 131048.25246556025 485285.6248917483, 131077.25544788584 485228.1820534551)))"
1052,IJburg 2/Strandeiland_Muidenbuurt_M26 - Realisatie periode,MK06,Muidenbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2029-04-10,,0,0,0,0,39,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,39,39,2023-07-01,"SRID=28992;MULTIPOLYGON (((131095.004464844 485458.9844667994, 131106.12937005324 485464.5940077416, 131097.06703390117 485589.3673590271, 131035.02387118877 485577.65169826185, 131095.004464844 485458.9844667994)))"
1055,IJburg 2/Strandeiland_Pampusbuurt_P1 - Realisatie periode,MK02,Pampusbuurt-West,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2028-09-04,,0,81,0,0,22,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,103,103,2023-07-01,"SRID=28992;MULTIPOLYGON (((129682.60685997878 485915.41217216983, 129551.89260284015 485905.90126682096, 129524.8738479492 485962.13027165894, 129680.82412447788 485973.47841419984, 129723.51551340289 485976.5849682732, 129727.707787767 485918.6937626002, 129682.60685997878 485915.41217216983)))"
1056,IJburg 2/Strandeiland_Pampusbuurt_P10 - Realisatie periode,MK02,Pampusbuurt-West,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2026-11-30,,0,0,0,0,21,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,21,21,2023-07-01,"SRID=28992;MULTIPOLYGON (((129766.89092271902 485602.04009197844, 129924.48446027856 485619.82867138734, 129919.52471027344 485688.06021712656, 129761.48162006731 485676.51615732, 129766.89092271902 485602.04009197844)))"
1059,IJburg 2/Strandeiland_Pampusbuurt_P13 - Realisatie periode,MK03,Pampusbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2030-06-26,,0,52,0,0,52,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,104,104,2023-07-01,"SRID=28992;MULTIPOLYGON (((130009.01044285364 485784.93517372094, 130191.02966070999 485798.14655819157, 130186.69885365032 485858.02969108644, 130004.68807729825 485844.7071699679, 130009.01044285364 485784.93517372094)))"
1063,IJburg 2/Strandeiland_Muidenbuurt_M12 - Realisatie periode,MK05,Muidenbuurt-West,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2036-02-20,,0,35,0,0,12,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,47,47,2023-07-01,"SRID=28992;MULTIPOLYGON (((130514.19621525232 485059.3752245734, 130568.05419516272 485081.3616197201, 130522.25566883522 485171.9366698479, 130470.54395401073 485145.71199358435, 130514.19621525232 485059.3752245734)), ((130466.42784794063 485153.73249059427, 130518.1940593228 485179.96798007644, 130486.09354349435 485243.56017010845, 130435.31933678141 485215.3172882997, 130466.42784794063 485153.73249059427)))"
1064,IJburg 2/Strandeiland_Muidenbuurt_M10 - Realisatie periode,MK05,Muidenbuurt-West,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2037-02-23,,78,23,0,0,32,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,133,133,2023-07-01,"SRID=28992;MULTIPOLYGON (((130443.60467309639 485030.5741195984, 130497.47009811086 485052.5597105529, 130421.22514550388 485203.37068937306, 130378.3713580383 485159.6340782112, 130443.60467309639 485030.5741195984)))"
1068,IJburg 2/Strandeiland_Pampusbuurt_Z6 P20 - Realisatie periode,MK03,Pampusbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2031-05-19,,0,0,0,0,31,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,31,31,2023-07-01,"SRID=28992;MULTIPOLYGON (((130487.96236498542 485727.6027542062, 130492.18328557056 485669.75654574676, 130400.92590495112 485663.0976796527, 130396.70498436611 485720.94388811314, 130487.96236498542 485727.6027542062)))"
1069,IJburg 2/Buiteneiland - Realiseren woningen Buiteneiland 4de tranche,MK01,Buiteneiland,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2039-01-06,,0,0,0,0,0,0,100,n.b.,n.b.,n.b.,n.b.,n.b.,100,100,2023-07-01,"SRID=28992;MULTIPOLYGON (((129875.41150764225 486484.7416636955, 129882.7843449149 486245.6924455044, 129921.52874100514 486243.0587562155, 130121.3972485735 486300.5626392253, 130125.42394689213 486425.16085943277, 130127.03205382425 486567.2401454423, 129875.41150764225 486484.7416636955)))"
1070,IJburg2/Strandeiland_Pampusbuurt_Z2  (P1 PO)  Realisatie periode Z2 P1,MK02,Pampusbuurt-West,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2028-08-07,,0,0,0,0,12,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,12,12,2023-07-01,"SRID=28992;MULTIPOLYGON (((129723.51900956925 485976.59121729457, 129727.73993015442 485918.74500883115, 129551.86656046091 485905.91188551823, 129524.89866987118 485962.0982936893, 129723.51900956925 485976.59121729457)))"
1071,IJburg 2/Strandeiland_Pampusbuurt_P20 - Realisatie periode,MK03,Pampusbuurt-Oost,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2031-05-12,,82,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,82,82,2023-07-01,"SRID=28992;MULTIPOLYGON (((130315.69270576815 485715.0550483345, 130318.62801653612 485657.08266066684, 130262.78937161743 485653.02834404673, 130258.57692406175 485710.90800271137, 130315.69270576815 485715.0550483345)))"
1073,Overamstel/Weespertrekvaart_Oost - Gefaseerd ontwikkelen Weespertrekvaart Oost blok 4 en 5,MQ07,Weespertrekvaart,MQ,Omval/Overamstel,GM16,Watergraafsmeer,M,Oost,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2032-11-30,,45,45,0,0,0,23,0,n.b.,n.b.,n.b.,n.b.,n.b.,113,113,2023-07-01,"SRID=28992;MULTIPOLYGON (((123644.50569339347 483370.95288456103, 123597.52077103496 483345.54862236086, 123634.03335885408 483276.9987507254, 123684.16207510253 483302.6059672401, 123644.50569339347 483370.95288456103)))"
1074,NDSM: Klaprozenweg Noord Projectbesluit - Bouwproces woningen en voorzieningen: Fase 2,NC03,Terrasdorp,NC,Tuindorp Oostzaan,GN18,Noord-West,N,Noord,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2029-09-26,,80,80,0,0,0,40,0,n.b.,n.b.,n.b.,n.b.,n.b.,200,200,2023-07-01,"SRID=28992;MULTIPOLYGON (((121512.97485949128 490797.97050962056, 121602.2678148305 490729.47973735945, 121660.16961963786 490796.9730453503, 121570.3832216823 490864.8875281768, 121512.97485949128 490797.97050962056)))"
1075,NDSM: Klaprozenweg Noord Projectbesluit - Bouwproces woningen en voorzieningen: Fase 3,NC03,Terrasdorp,NC,Tuindorp Oostzaan,GN18,Noord-West,N,Noord,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2030-09-26,,80,80,0,0,0,40,0,n.b.,n.b.,n.b.,n.b.,n.b.,200,200,2023-07-01,"SRID=28992;MULTIPOLYGON (((121602.2678148305 490729.47973735945, 121704.10289887921 490651.4591816994, 121758.0024317063 490722.97520377394, 121660.16961963786 490796.9730453503, 121602.2678148305 490729.47973735945)))"
1076,NDSM: Klaprozenweg Noord Projectbesluit - Bouwproces woningen en voorzieningen: Fase 4,NC03,Terrasdorp,NC,Tuindorp Oostzaan,GN18,Noord-West,N,Noord,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2031-09-26,,80,80,0,0,0,40,0,n.b.,n.b.,n.b.,n.b.,n.b.,200,200,2023-07-01,"SRID=28992;MULTIPOLYGON (((121704.10289887921 490651.4591816994, 121791.18105222305 490584.7782800146, 121842.57395996738 490659.0938159717, 121758.0024317063 490722.97520377394, 121704.10289887921 490651.4591816994)))"
1079,IJburg 2/Centrumeiland_Tranche 3_Blok 9 - Realiseren_Wooncoperatie (09-07),MK04,Centrumeiland,MK,IJburg-Oost,GM17,"IJburg, Zeeburgereiland",M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2024-11-11,,19,18,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,37,37,2023-07-01,"SRID=28992;MULTIPOLYGON (((129711.5937194928 484977.47247470194, 129738.22807278173 484991.01080021483, 129708.38700309528 485043.1248942045, 129686.30913482673 485031.8999662687, 129690.49722394446 485023.5224013994, 129701.77529709126 485029.26159376197, 129720.1858459108 484993.55097617174, 129706.79733099727 484986.82115260576, 129711.5937194928 484977.47247470194)))"
1084,Banne Noord - Realiseren Banne Noord 3e jaar 2e deel Parlevinker 2e fase Noorderbreedte,NE01,Banne-Noordwest,NE,Banne Buiksloot,GN18,Noord-West,N,Noord,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2027-01-04,,77,180,0,0,0,29,0,n.b.,n.b.,n.b.,n.b.,n.b.,286,286,2023-07-01,"SRID=28992;MULTIPOLYGON (((123300.98188137545 491616.09353254316, 123301.87534976145 491616.421593806, 123333.2337748871 491594.8564638538, 123349.93129184598 491609.6592466427, 123355.4850036585 491617.3011372295, 123282.27219041268 491669.2890708565, 123281.57855230097 491668.29211486323, 123300.98188137545 491616.09353254316)))"
1092,Zuidas/Kenniskwartier - Noordstrook kavel 2E:  bouw woningen indicatief,KP03,VU-kwartier,KP,Zuidas,GK12,"Buitenveldert, Zuidas",K,Zuid,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2026-03-23,,0,0,0,0,28,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,28,28,2023-07-01,"SRID=28992;MULTIPOLYGON (((119413.22695485357 483355.9024621686, 119413.11026068949 483340.6484833602, 119466.40852302182 483340.49851219036, 119466.65479852377 483354.8391625952, 119413.22695485357 483355.9024621686)))"
1095,Overhoeks_Fase 3.4_Blok Q - Realiseren Overhoeks_Fase 3.4_Blok Q,NB07,Overhoeks,NB,Noordelijke IJ-oevers-West,GN19,Oud-Noord,N,Noord,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2024-09-30,,100,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,100,100,2023-07-01,"SRID=28992;MULTIPOLYGON (((122290.68905165329 488856.6658666078, 122272.18789071942 488919.75534348714, 122240.45421371577 488910.2967474215, 122258.90120917378 488847.3076504475, 122290.68905165329 488856.6658666078)), ((122267.78625305688 488934.59436864284, 122258.46520694514 488966.2564465007, 122226.74682042867 488957.0092486333, 122236.06694287082 488925.2358475187, 122267.78625305688 488934.59436864284)))"
1100,Banne Noord - Realiseren Banne Noord 1e jaar (Rochdale senioren,NE02,Banne-Noordoost,NE,Banne Buiksloot,GN18,Noord-West,N,Noord,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2025-03-25,,103,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,103,103,2023-07-01,"SRID=28992;MULTIPOLYGON (((123370.69436479139 491982.37652624305, 123366.01495849776 491984.7431992167, 123360.0910060754 491984.0134649171, 123356.87765822126 491981.58617752226, 123355.02500407377 491979.15015673894, 123351.3699375033 491971.5072011733, 123350.02290797041 491963.0482930922, 123350.72166133687 491954.2535704391, 123352.98305168023 491947.22911650717, 123355.07609214354 491943.6550775669, 123357.98304199988 491940.7434278117, 123363.26864439201 491938.4729990558, 123366.67262809473 491938.79608682886, 123370.42133626685 491940.8861390055, 123376.1227452625 491938.7354517515, 123380.48738299421 491939.2637969252, 123383.28825237797 491941.0261324259, 123386.23375333319 491944.12276756915, 123388.5801582744 491948.22466557263, 123390.09724324079 491952.44315149216, 123391.30378421297 491960.22423095105, 123391.07231152969 491966.56803719443, 123389.283956173 491974.15691096743, 123387.13388293394 491978.3877872329, 123383.62390253905 491982.7497823422, 123379.82608747802 491984.66571251577, 123374.38939577379 491984.5893214398, 123370.69436479139 491982.37652624305)))"
1101,Banne Noord - Realiseren Banne Noord 2e jaar (1e fase noorderbreedte),NE02,Banne-Noordoost,NE,Banne Buiksloot,GN18,Noord-West,N,Noord,n.b.,n.b.,Fase 2&3: Haalbaarheid en ontwerp,2026-09-08,,16,83,0,0,0,51,0,n.b.,n.b.,n.b.,n.b.,n.b.,150,150,2023-07-01,"SRID=28992;MULTIPOLYGON (((123417.63225682991 491949.2624009569, 123413.09567065406 491951.6281135863, 123408.86174065506 491951.3214395638, 123405.31787581241 491949.341314165, 123401.20223848328 491944.1380612787, 123399.12758312255 491938.91060037684, 123398.00128284261 491933.0317014071, 123398.22601751944 491924.5738320402, 123399.4748002193 491918.7798490382, 123401.42753582043 491914.5391170282, 123403.10450911864 491911.85791654215, 123406.41972101884 491908.94367904577, 123408.72580802118 491907.8162115599, 123412.396890785 491907.3476108859, 123417.7866916002 491909.6497207982, 123421.38798829111 491907.8463484591, 123424.5767304472 491907.49211561703, 123429.96866304529 491910.1280315175, 123434.08501016184 491915.44257231615, 123436.09762205815 491920.54804908764, 123436.93146877107 491924.3258487258, 123437.18900716165 491932.6693589808, 123435.46386583411 491940.58048956207, 123432.5897158027 491946.4961406393, 123428.11966290629 491950.75298280973, 123422.47163705385 491951.67931113375, 123417.63225682991 491949.2624009569)))"
1103,Elzenhagen Zuid - Realisatie Villa 8 (10 marktwoningen),NG02,Elzenhagen-Zuid,NG,Elzenhagen,GN20,Noord-Oost,N,Noord,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2024-05-15,,0,0,0,0,0,26,0,n.b.,n.b.,n.b.,n.b.,n.b.,26,26,2023-07-01,"SRID=28992;MULTIPOLYGON (((123648.77637854114 490508.6387666916, 123635.70944199793 490476.5652761752, 123657.92169936618 490468.75765514455, 123671.12994245019 490500.59664157295, 123648.77637854114 490508.6387666916)))"
1108,Jacob Geelbuurt-oost  (plaberum fase 3  + ontw. Alliantie) - bouwen blok 3,FL03,Jacob Geelbuurt,FL,Slotervaart-Noord,GF10,Slotervaart,F,Nieuw-West,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2024-09-02,,94,0,0,0,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,94,94,2023-07-01,"SRID=28992;MULTIPOLYGON (((117225.44082964266 486083.18293257704, 117144.57904401235 486081.9218837901, 117145.85013684718 486016.70858305827, 117227.16776126157 486015.9744631168, 117225.44082964266 486083.18293257704)))"
1112,Overamstel/Amstelkwartier3efase_kavel10B,MQ05,Amstelkwartier-Noord,MQ,Omval/Overamstel,GM16,Watergraafsmeer,M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2026-02-23,,0,110,0,10,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,120,120,2023-07-01,"SRID=28992;MULTIPOLYGON (((122981.82783774349 483266.94016798894, 123028.71033084809 483286.430982068, 123006.69241760974 483337.5449728223, 122961.43264254423 483317.03131530597, 122981.82783774349 483266.94016798894)))"
1113,Overamstel/Amstelkwartier 3e fase_kavel 12AB,MQ05,Amstelkwartier-Noord,MQ,Omval/Overamstel,GM16,Watergraafsmeer,M,Oost,n.b.,n.b.,Fase 4: Voorbereiding en uitvoering,2027-04-05,,0,64,0,41,0,0,0,n.b.,n.b.,n.b.,n.b.,n.b.,105,105,2023-07-01,"SRID=28992;MULTIPOLYGON (((122833.58405092408 483182.11614427005, 122855.68462761666 483132.34718093515, 122917.38931847509 483156.4248836476, 122897.4713930159 483206.51318770385, 122833.58405092408 483182.11614427005)))"
